text|scrape
पशुपालन डेयरी और मत्स्यपालन विभाग के लिए 2018-19 अनुदान की मांग|0
Website of Pradhan Mantri Kisaan Maan-dhan Yojana|0
IT Services FOI request reference: F0058335|0
Information on books on Madhya Pradesh|0
Press Release: Web Ratna Awards|0
Compedium (.pdf 22.3 MB)|0
Tax Benefits|0
Detailed Demand for Grants for Department of Higher Education, Ministry of Education|0
click here|0
royal household|0
Twenty-year rule|0
Information on Refresher Course(s) for CCRT Trained Teachers|0
नागालैंड के पर्यावरण सूचना प्रणाली केंद्र के लिए टिप्पणी भेजें|0
Mobile and fixed line telephony contracts at The National Archives FOI request reference: F0053711|0
The National Archives’ Server Support Contract FOI request reference: F0057741|0
Solid Waste Collection Vehicle Erode|0
Learn about government programs that provide financial help for individuals and organizations.|0
Image library|0
Banking|0
live chat service|0
Royal Navy officers’ service records 1756-1931|0
अखिल भारतीय तकनीकी शिक्षा परिषद की वेबसाइट देखें|0
Corporate strategy at The National Archives FOI request reference: F0048856|0
Equal opportunities|0
User participation|0
First World War exhibition|0
July 2019|0
July 2017|0
National Symbols|0
@UKNatArcMedia|0
Step 1: Understand why you need to take action|0
Deaths in the First and Second World Wars|0
संगीत|0
The 2020 to 2021 GOV.UK roadmap|0
Henry VIII: image of a king|0
Voter ID Requirements|0
Send your feedback to ENVIS Centre of Nagaland|0
How to Get a Voter Registration Card|0
Plan your visit|0
Republic Day Parade Live|0
Strategic Planning|0
By me William Shakespeare|0
ICT Organisational Structure FOI request reference: F0045458|0
Website of Indo-French Cultural Centre and Museum Kolkata|0
Record transfer report Spring 2015|0
How A Bill Becomes a Law Lesson Plan|0
Discovery help|0
Download NCERT model question papers of classes 10th and 12th|0
Focus on the census|0
A+|0
All India Pre-Medical/Pre-Dental Entrance Test 2014|0
Scheme for financial assistance for promotion and strengthening of regional and local museums|0
divorce|0
Guidance on ‘proper arrangements’ for archives|0
DEFE 24/2457/1|0
Prime Minister’s Papers from 1992 released|0
video on how to download the COVIDSafe app|0
First World War soldiers’ records|0
आंध्र प्रदेश के उद्योग विभाग की वेबसाइट|0
9|0
Consumer Affairs|0
ResourceLibrary catalogue Explore our reference library for publications related to our documents and beyond.|0
French muster rolls from the Battle of Trafalgar 1805|0
Application form for TAGORE COMMEMORATION GRANT SCHEME under Ministry of Culture|0
November 2016|0
Military Pay and Pensions|0
Management board|0
Business Keyword Search|0
Courier services FOI request reference: F0052201|0
Record transfer report Autumn 2016|0
Additional $563 million to reinforce aged care sector|0
Credit and Debt|0
Consumer Complaints by Product Type|0
British Army nurses|0
Coal|0
raf|0
412|0
Amount spent on external laws firms and barristers FOI request reference: F0047193|0
browsing through J 18|0
Swavalamban - External website that opens in a new window|0
Office of Resident Commissioner (RCWB), West Bengal|0
गुजरात में मछली बीज, झींगा बीज आयात करने के लिए आवेदन प्रपत्र (प्रपत्र 14)|0
Software contracts FOI request reference: F0049340|0
Freedom of information requests we’ve received|0
3rd party cloud hosting providers at The National Archives FOI request reference: F0054009|0
Conscientious objectors|0
Filing Your Taxes|0
Employing people|0
Telephone, fixed broadbrand and WAN maintenance contracts FOI request reference: F0060509|0
Credit Reports and Scores|0
More...|0
fines (land conveyances)|0
Criminals|0
Strategies and plans|0
Environmentalists|0
Administering the Empire 1801-1968: a guide to the records of the Colonial Office in the National Archives of the UK|0
Reclosure Panel report for 2015 FOI request reference: F0047200|0
Management of The National Archives Legislation email address FOI request reference: F0045987|0
बोलिविया: पूर्व राष्ट्रपति इवो मोरेल्स की गिरफ्तारी के आदेश जारी|0
Post|0
June 2015|0
Parking|0
Passport fees|0
Visitors Living in the U.S.|0
Teams that manage themselves best will go a long way: Ricky...|0
Website of Alagappa University in Tamil Nadu|0
Information on Central Hindi Directorate|0
Website of North East Zone Cultural Centre|0
download from our website through Discovery|0
Historical Election Results|0
Skip to Main Content|0
Also in Website help|0
Register to vote|0
canada (emigration to)|0
Principal Commodity wise Import|0
District Administration|0
Durga Puja|0
Using Open Document Formats (ODF) in your organisation|0
Information Fair Trader Scheme|0
Open Data|0
पर्यावरण और वन मंत्रालय द्वारा राष्ट्रीय वन नीति|0
Alert level 2|0
Magna Carta|0
Annual Digital Lecture|0
WO 329|0
maps|0
campaign medals|0
Archives for the 21st Century|0
Lodge your complaint with National Commission for Women|0
OSP7: Y Swyddfa Gymreig 1979-1997 (PDF, 0.21MB)|0
labour history|0
Looking for a New Job|0
regiments|0
Learn more about help for veterans and service members, joining the military, and more.|0
Police|0
customs (tax)|0
VideoWhat’s Online: Restoring Charles II, 1658-1660Monday 10 August 2020Subsequent to the death of Oliver Cromwell in 1660, the restoration of Charles Stuart...|0
Operating your archive|0
Death certificates|0
ओडिशा के नाबाकालेबारा महोत्सव की वेबसाइट|0
our building is closed|0
Legal Aid|0
January 2014|0
our research guide to maps|0
Military and Veterans Education Benefits|0
Discover Domesday|0
शिक्षा मंत्रालय द्वारा उच्च शिक्षा पर किये गये अखिल भारतीय सर्वेक्षण के बारे में जानकारी|0
Correspondence between Treasury and the Public Record Office FOI request reference: F0055999|0
निर्यात|0
Industries|0
आयात|0
Parenting|0
Her Majesty’s Government’s Security Policy Framework|0
March 2018|0
India-Nigeria foreign ministers discuss cooperation and...|0
This resource features individual spies and examples of codes and ciphers, and looks at their significance in British history in the 16th, 19th and 20th centuries.|0
First World War army medal index cards|0
Land use, value and ownership: Valuation Office Survey 1910-1915|0
Armed forces records held by other archives|0
EU Exit expenditure FOI request reference: F0055923|0
Safe Harbour Agreement FOI request reference: F0043610|0
Books procured by DRDO laboratories|0
Revenue received from Findmypast FOI request reference: F0043214|0
Affordable Rental Housing|0
Our public task|0
assorted records of criminals, convicts and prisoners|0
Information Commissioner’s Office guidance|0
September 2013|0
air raids|0
searching the J 18|0
FOI Requests FOI request reference: F0043560|0
Tutorial: Latin palaeography|0
Environmental information and performance data|0
Legal|0
Selection of Security Service Files FOI request reference: F0057743|0
Data Protection Act|0
जन मोबाइल रेडियो ट्रंक सेवा के बारे में जानकारी|0
Environment and countryside|0
Power, politics and protest|0
Digital information holdings at The National Archives FOI request reference: F0041504|0
Looking for a map|0
Business and self-employed|0
Application form for Government incentive to parents who send their only child for service in Armed Forces|0
Accreditation Scheme by NIELIT|0
Open access research from our staff|0
ऋण और क्रेडिट|0
Usage of plastic water bottles and cups FOI request reference: F0059554|0
Also in Terms of use|0
Archives sector case studies|0
Our food|0
Current research projects|0
National Securities Depository Limited (NSDL) - External website that opens in a new window|0
August 2013|0
Web Ratna Awards 2012|0
Policies relating to obtaining data from messaging applications at The National Archives FOI request reference: F0059002|0
Information on Polytechnic Colleges in Andhra Pradesh|0
पैन कार्ड|0
Media statements|0
Repairing and Improving a Home|0
Find government information on education including primary, secondary, and higher education.|0
PCOM 6|0
Panjab 1947: a heart divided|0
Handicrafts and Handlooms Exports Corporation of India Limited|0
Information on Seminars|0
Please see our news story for details|0
Development|0
DEFE 24/2462/1|0
Spending on External Law Firms and Barristers FOI request reference: F0057228|0
Go to the Welsh version of the licence.|0
Retail|0
universities|0
Investigate the First World War, a topic that still excites huge interest among young students and the general public, and continues to provoke debate among academic historians.|0
Executive team|0
Marketing & Prices|0
Open|0
National Scheme of Incentive to Girls for Secondary Education|0
वास्तुकला परिषद के बारे में जानकारी प्राप्त करें|0
प्रतिपूरक वनीकरण कोष प्रबंधन एवं योजना प्राधिकरण|0
Scheme of Fund for Regeneration of Traditional Industries (SFURTI)|0
Housing Help|0
December 2013|0
Importers and Exporters|0
Why do I have to book my visit?|0
Findmypast|0
September 2020|0
SEZs|0
Imperial War Museum and Historic Environment Scotland delegation of authority FOI request reference: F0048387|0
शिक्षा मंत्रालय के तहत स्कूली शिक्षा और साक्षरता विभाग के लिए अनुदान की मांग|0
Find information about your area tax assessment officer|0
वेबसाइट नीति|0
Choosing for the Archives (SEND)|0
Print Media|0
Information on Adult Education, SE Shagun|0
charts (maps)|0
After a Disaster|0
coroners|0
Volunteer handbook|0
The UK has left the EU|0
Email|0
Prisoners of war|0
See all latest documents|0
January 2020|0
DEFE 24/2455/1|0
The Gerald Aylmer Seminar|0
Documents of Sixth Pay Commission for armed forces|0
TV and postal services|0
Oracle Products FOI request reference: F0042996|0
UK Crown bodies|0
Records management code|0
contact the loans team by email|0
trains|0
File series BS 27 – May Inquiry in relation to the Guildford and Woolwich pub bombings FOI request reference: F0059919|0
Breaches of the Civil Service Code FOI request reference: F0040840|0
Foreign Affairs|0
राष्ट्रीय स्वच्छ विकास प्रणाली (सीडीएम) प्राधिकरण|0
Health protection of early plutonium workers in the UK FOI request reference: F0056496|0
कृषि एवं सहकारिता विभाग की विभिन्न योजनाओं के बारे में जानकारी|0
March 2019|0
Housing and local services|0
Learn About Life in the U.S.|0
आवास|0
loans for exhibitions application form|0
Recycling and waste support and maintenance contracts FOI request reference: F0042768|0
Projects|0
webmaster@nationalarchives.gov.uk|0
Divorce|0
Focus on film|0
बीरभूम जिले के मत्स्य विभाग के बारे में जानकारी|0
foi-team@cabinetoffice.gov.uk|0
Compedium|0
How to manage your information|0
Minister Zweli Mkhize confirms total of 636 884 cases of Coronavirus COVID-19|0
British and Commonwealth prisoners of the Second World War and the Korean War|0
राष्ट्रीय पुनर्वास और पुनर्स्थापन नीति 2007|0
anglo jewish history|0
List of protected monuments in Jammu & Kashmir|0
Scientific Education|0
COVID-19 Restriction Checker|0
Voting and Election Laws|0
Resolve Tax Disputes|0
पेंशन|0
Frequency of requests for files with the HS prefix FOI request reference: F0052722|0
ग्रामीण विकास मंत्रालय की वार्षिक रिपोर्ट|0
Tithes|0
AIR News App|0
Create new account|0
Reclosure and takedown policy|0
भारत के बारे में|0
U.S. Postal Service Issues|0
Post Offices & Telephone Exchanges Statistics|0
Payments to the Advisory Panel on Public Sector Information [APPSI] and the Advisory Council on National Records and Archives [ACNRA] to the Confederation of British Industry and its subsidiaries FOI request reference: F0042931|0
Social grants|0
विशेष आर्थिक क्षेत्र (सेज़)|0
अधिप्रमाणन तथा श्रेणीकरण|0
Valuation Office map finder (London)|0
बिजली और ऊर्जा|0
Volunteers and Territorials|0
Apprentices and masters|0
Learn how to read and transcribe old handwriting. This interactive guide will help you decipher handwriting dating from the reign of Henry VIII to 1800.|0
listed categories|0
living people|0
ICT Expenditure FOI r0equest reference: F0046405, F0046512|0
Agricultural Licence|0
Reporting Crime|0
EXT 9/104|0
OSP19: Records of the Department for Education, 1974-1997 (PDF, 0.18MB)|0
केरल के वित्त विभाग की वेबसाइट देखें|0
वित्त और कर|0
Do You Need to File a Tax Return?|0
Tithe records|0
दर्शनीय स्थल|0
R|0
Operation War Diary|0
Do I need a reader’s ticket?|0
see our brochure.|0
All contacts between the Home Office and its agencies and The National Archives in relation to archived material on the Windrush Generation so far this year and in 2009 and 2010 FOI request reference: F0052338|0
Collaborative PhDs|0
Cycling|0
नागरिकता संशोधन कानून पर पाकिस्तान को भारत की खरी-खरी|0
Training material relating to SIRO (Senior Information Risk Officers) FOI request reference: F0043188|0
Privacy statement|0
Public Grievances Portal, Jharkhand|0
OSP36: Publications/grey literature (PDF, 0.17MB)|0
Website of National Institute of Biomedical Genomics|0
Local Government Act 1972|0
Great Fire of London game|0
Legacy licensing|0
Enforcement Organizations|0
Research resources for students|0
Approved Agents|0
Scheduled Castes|0
Finding funding|0
Status of records within the COAL series FOI request reference: F0053492|0
keep checking here|0
excise (tax)|0
Section 46 – Freedom of Information Act|0
Consumer Issues|0
Disabled people|0
next ›|0
फसलें|0
First World War – an overviewRecommended guide|0
Explore extraordinary images, taken from the Foreign and Commonwealth Office photographic collection, which span the globe and more than 100 years of history.|0
booking events|0
Advance ordering|0
Semiconductor Integrated Circuits Layout Design Registry (SICLDR)|0
मुम्बई के विदेश व्यापार महानिदेशक के क्षेत्रीय कार्यालय के बारे में जानकारी|0
Find out why and how Domesday was created, and how its legacy has been preserved.|0
Military and overseas maps|0
#aatmanirbharapp Hackathon: Vote For Your Favourite App!|0
Foreign Nationals Driving in the U.S.|0
District Sector Scheme by UP Forest|0
Appraisal|0
Brochure (.pdf 8.66 MB)|0
Talks room|0
केरल के कृषि विभाग की वेबसाइट|0
औद्योगिक मॉडल टाउन या औद्योगिक पार्क या विकास केंद्र स्थापित करने के लिए आवेदन प्रपत्र|0
अधिक...|0
PodcastPlay podcastsCulture Clash? Pop in a royal park|0
Urban|0
Naming conventions and the use of ECM/EDRMS software at The National Archives FOI request reference: F0056518|0
Search in C 54|0
Royal Irish Constabulary|0
transparency agenda|0
Military Maps of the Second World War|0
kings bench (court of)|0
Record showing Lieutenant G Bromhead|0
उर्वरक एवं कीटनाशक|0
India & World|0
Official publishing|0
Federal Personnel Records and Employment Verification|0
ICT Software Contracts FOI request reference: F0044805|0
Turnout thresholds, supermajorities and annulment procedures FOI request reference: F0054018|0
State Lottery Results|0
PCOM 3|0
CalendarView holidays as per the circular issued by the Ministry of Personnel, Public Grievances and Pensions.|0
Spending on Facebook, Twitter and Google services FOI request reference: F0051533|0
Abolition of slavery|0
Swavalamban Scheme - External website that opens in a new window|0
Confirm You're Registered to Vote|0
Student placement scheme|0
Legacies of British slave-ownership|0
business history|0
राष्ट्रीय सूचना-विज्ञान केन्द्र की वेबसाइट देखें|0
publications on prisoners and prison staff|0
ADM 137|0
मध्य प्रदेश के आगर मालवा में सघन मिशन इंद्रधनुष 2.0 के तहत टीकाकरण|0
Lectures|0
Credit Monitoring Cell for Micro, Small and Medium Enterprises|0
DEFE 24/2458/1|0
4. Does The National Archives have newspapers?|0
Copyright when working with us|0
Web based Indian Language Data Centre|0
tradesmen|0
Application form for subsidized seed in Telangana|0
Search our website|0
First World War telecommunications|0
Police Radio Training School, Indore, Madhya Pradesh|0
OSP34: Restrictive trade practices 1956 – 2000 (PDF, 0.06MB)|0
download and complete this application form (PDF, 67 KB)|0
New Bank Account opening form for Pradhan Mantri Jan-Dhan Yojana|0
Disability|0
Certificates of attendance|0
केंद्रीय वन एवं पर्यावरण मंत्रालय को लिखें|0
भूमि संसाधन विभाग के अधिनियमों और नियमों के बारे में जानकारी|0
May 2019|0
Consultation with the Advisory Council of National Records and Archives FOI request reference: F0046722|0
Sitemap|0
पश्चिम बंगाल के पशु संसाधन विकास विभाग की वेबसाइट|0
View all films|0
DESIDOC Journal of Library & Information Technology|0
रक्षा खरीद प्रक्रिया और नियमावली|0
A step-by-step online tutorial, the second in our series, to teach medieval Latin to an advanced level. Practice what you learn with activities and extracts from original documents held here.|0
DEFE 24/2451/1|0
Did You Know?|0
British Newspaper Archive|0
Renew vehicle tax|0
Scotland|0
check the accreditation status of higher education institutes online|0
LAN Environment FOI request reference: F0044283|0
Navy Wives Welfare Association Scholarship to children of deceased Naval personnel|0
Information charter|0
Fisheries|0
Defence procurement procedure & manual|0
ResourceUK Government Web ArchiveSee archived websites and some social media accounts of the UK central government.|0
OSP 56: Attorney General’s Office (AGO): Paper Records 1987-2012 (PDF, 0.15MB)|0
Coal India to invest over 1.22 Lakh Crores on 500 Projects by...|0
हमारे बारे में|0
OSP6: Records created by and relating to coroners 1970-2000 (PDF, 0.16MB)|0
Royal Air Force nurses|0
Tourism|0
Grants and Loans|0
Application form for pre-matric scholarship for class X schedule tribe students of Manipur|0
Archives and Manuscripts|0
Forgot password?|0
Search our catalogue|0
changes of name|0
ऑस्ट्रेलिया :न्यू साउथ वेल्स में आपातकाल घोषित|0
Coronavirus (COVID-19): guidance and support|0
victoria cross|0
inquests|0
local archives|0
Youtube|0
administrations of probate|0
We have made records on the modern Olympic and Paralympic Games and Cultural Olympiad available online for the first time, providing unique access to sporting and cultural history.|0
HO 45|0
Courts martial and desertion in the British Army 17th-20th centuries|0
GDPR Implementation and Preparation FOI request reference: F0055457|0
Contracts/agreements relating to the supply of gas and electricity FOI request reference: F0042127|0
Website of Eastern Zonal Cultural Centre|0
Fleet Management Contracts FOI request reference: F0042881|0
Newsletter|0
counties|0
SCSP/TSP scheme of MeitY|0
तमिलनाडु के स्कूल शिक्षा विभाग द्वारा योजनाऍं|0
Credit Cards|0
IT services at The National Archives FOI request reference: F0048732|0
View our fascinating and colourful collections of illustrations, propaganda, cartoons, films and art created during the Second World War.|0
Travel and Immigration|0
Your feedback and our response|0
Healthcare Career Videos|0
farms and farming|0
View all news|0
Internet Library of Early Journals|0
HM Treasury Records FOI request reference: F0058920|0
अनुसंधान और विस्‍तार|0
G-Cloud framework sales (up to 31 December 2018)|0
वाणिज्य और उद्योग मंत्रालय की वेबसाइट|0
Northern Territory|0
Aadhaar Number Validation App|0
Scheduled Tribes/Schedule Caste|0
Maritime deaths 1781-1968|0
update|0
Information on Surajkund Mela by Haryana Tourism|0
Jobs and Education|0
Website of Allahabad Bank|0
Comprehensive Web Presence - State|0
Office of Qualifications and Examinations Regulation – Appraisal Report (PDF, 0.21 MB)|0
First World War military service tribunals|0
Contact your government|0
Talks and events|0
जल संसाधन मंत्रालय का बजट|0
contact the Equality Advisory and Support Service (EASS)|0
Royal Marines officers|0
पेंशन और ग्रेच्युटी का आकलन करने के लिए प्रपत्र 2 (असम)|0
संस्कृति मंत्रालय द्वारा कला प्रदर्शन अनुदान योजना के बारे में जानकारी प्राप्त करें|0
Information relating to a number IT software solutions FOI request reference:|0
District wise Annual Average Rainfall in Punjab|0
marriages|0
uxresearch@nationalarchives.gov.uk.|0
Webcast|0
स्वर्ण जयंती ग्राम स्वरोजगार योजना पर सूचना|0
Northern Ireland|0
OSP 57: Nuclear Decommissioning Authority – site records 1940 onwards (PDF, 0.09MB)|0
DEFE 24/2453/1|0
book your train tickets through SMS|0
Health & Family Welfare|0
ADM 157|0
commercial and academic publishing partners|0
Alphabetical list of monuments in Uttar Pradesh|0
Buying Insurance|0
Births, marriages and deaths in Scotland and Ireland|0
Fellowships|0
Passengers|0
Merchant seamen’s medals and honours|0
Readers’ tickets|0
Delivery of documents and staff turnover at The National Archives FOI request reference: F0049645|0
ADM 196|0
Information on Gandhi Smriti and Darshan Samiti|0
Contract information relating to gas and electricity supply FOI request reference: F0046964|0
Scottish Archive of Print and Publishing History Records|0
Towns and cities|0
Youth|0
Media Center|0
Spotlight|0
May 2015|0
Royal Mint documents currently misplaced whilst on loan to a government department FOI request reference: F0043273|0
Manorial Documents Register (MDR)|0
कृषि और सहकारिता विभाग द्वारा वस्तु प्रोफाइल पर जानकारी|0
Public Service and Volunteer Opportunities|0
कृषि विभाग द्वारा केरल में जिलेवार मिट्टी के प्रकार का विवरण|0
News and press releases|0
Opening times|0
Pay review 2019/20 FOI request reference: F0059594|0
Criminal trials in the assize courts 1559-1971|0
Online exhibitions|0
Olympics|0
Information on acts and rules of Department of Land Resources|0
Deregister business|0
U.S. Government Works|0
Uttarakhand Jal Sansthan|0
A Plan for Jobs 2020|0
Flickr group|0
naturalisation|0
Website of Startup India|0
datasets|0
taxation|0
औद्योगिक नीति और संवर्धन विभाग द्वारा रिपोर्ट|0
जल संसाधन मंत्रालय के कार्यक्रमों और योजनाओं के बारे में जानकारी प्राप्त करें|0
exemption|0
Follow us on LinkedIn|0
OSP22: Records of the Royal Mint 1975-2002 (PDF, 0.36MB)|0
annulment of marriage|0
@UKNatArcRes|0
Social benefits|0
विरासत|0
Royal Naval correspondence using the ADM 12 indexes and digests|0
aliens (foreign nationals)|0
GuidanceReading old documentsLearn to read old documents using our online tutorials on medieval Latin and palaeography.|0
Foreign Disinvestment Policy in Telecom|0
Find out more about cookies on GOV.UK|0
Trace the extraordinary role of the British Empire in the history of Britain and the world using this resource for schools. How and why did the Empire make Britain so important?|0
Accounting software and applications of Office of the Queen’s Printer for Scotland (OQPS) FOI request reference: F0053055|0
Checking file formats (PRONOM)|0
legacies (probate)|0
VideoOpening up the Statute Book: 10 years of legislation.gov.ukThursday 27 August 2020In July 2010 The National Archives launched legislation.gov.uk, the official home for new and...|0
visiting Gov.uk|0
Intelligence and security services|0
Information on National e-Governance Plan|0
our catalogue|0
Find out how and where to look for a new job or career, get help if you are unemployed, and more.|0
–|0
ADM 159|0
Research & Extension|0
contact us|0
Exercise|0
March 2020|0
Total number of Staff and contracts to supply temporary agency workers FOI request reference: F0046525|0
sea charts|0
Crew lists and agreements and log books of merchant ships 1747-1860|0
Pradhan Mantri Jan Vikas Karyakram|0
Telephone maintenance contracts at The National Archives FOI request reference: F0060443|0
July 2016|0
Supreme Court Mobile Apps|0
ग्रामीण विकास मंत्रालय की विभागवार योजनाएं|0
boer war|0
how to make a request|0
Help with your research|0
Press preview|0
Find a job|0
Start Your Own Business|0
FCO non-standard files and documents FOI request reference: F0047904|0
Cabinet papers|0
Property Insurance|0
Absentee and Early Voting|0
Completed Assignments and Assignations|0
Our publication scheme|0
migration|0
Schedules for keeping and disposing|0
Sportsperson|0
Report a Website Issue|0
Land and property requisitioned for war in the 20th century|0
Disabled access|0
Minister Aaron Motsoaledi welcomes arrest of senior government officials for contravening immigration laws|0
Network Service Contracts FOI request reference: F0042104|0
Forms for NPS Lite - External website that opens in a new window|0
These images, taken from the Foreign and Commonwealth Office, capture scenes from Canada to Belize, Trinidad to the South Shetland Isles, and span more than 100 years.|0
Website of Lucknow circle of Archaeological Survey of India|0
Compedium (.pdf 17 MB)|0
Life Cycle|0
cavalry|0
राष्‍ट्रीय सूचना विज्ञान केन्‍द्र (एनआईसी)|0
air transport|0
meeting minutes|0
Cyber Security FOI request reference: F0047229|0
For Developers|0
Tribal|0
The Gazette website|0
Department of Electronics Accreditation for Computer Courses|0
Parliamentary documents|0
Learn how to prepare for and recover from disasters and emergencies.|0
Information on Madhya Pradesh Special Economic Zone Policy|0
Independence Day Parade Live on 15th August 2013|0
Plan Document|0
Digital Availability Salem|0
statistics|0
N|0
Contact our partners|0
how the records transfer process works|0
The story of Britain’s most notorious King, through his own records. Interact with the documents and learn how they have survived long after his reign.|0
Forms|0
Payments and payment software FOI request reference: F0047838|0
British citizenship services|0
contact form|0
The Bodleian Library map room|0
Commercial opportunities|0
National Repository of Open Educational Resources by MHRD|0
British Army soldiers of the First World War|0
लॉटरी पर 28 फ़ीसदी जीएसटी लगाने का जीएसटी काउंसिल की बैठक में फ़ैसला|0
ICT expenditure FOI request reference: F0053572|0
ओपन डाटा|0
Wage support for employees|0
australia (transportation to)|0
Technology Code of Practice|0
महासागर विकास विभाग द्व्रारा समुद्री अनुसंधान और मानव संसाधन विकास पर रिपोर्ट के बारे में जानकारी प्राप्त करें|0
People in our archival collections|0
समाचारपत्रिकाएँ|0
Passport & Visa|0
13 28 46|0
Information on Department of Higher Education|0
Export Promotion Scheme of Central Silk Board|0
झारखंड: 5वें चरण के लिए चुनाव प्रचार चरम पर|0
State and Union Territory Holiday Calendars|0
annual report and accounts|0
Information about GI Cloud and State Data Centre Scheme|0
Information on Goa State Financial Incentives to the Industries for Certification and Patenting Scheme|0
Telecommunications and Internet services at The National Archives FOI request reference: F0051219|0
Buying a Car|0
Suppliers funded by the GovTech Catalyst|0
Framework document for The National Archives|0
Horticulture|0
National Portal Coordinator|0
new sport collections|0
भारतीय वायु सेना में करियर के अवसर पर सूचना देखें|0
Mining|0
Log in(active tab)|0
Defence Products|0
Online textbooks of National Council of Educational Research and Training|0
July 2020|0
workhouses|0
Early life|0
title deeds|0
paying for|0
‘Post-panel feedback’ sent to the Suffolk Record Office FOI request reference: F0056568|0
Information of Mohandas Karamchand Gandhi|0
Government and Local Disability Programs|0
OSP4: The use and conservation of the countryside for recreational purposes 1974-1983 (PDF, 0.07MB)|0
Doctors and Medical Facilities|0
साहित्य अकादमी पुरस्कारों का ऐलान|0
पेयजल और स्वच्छता विभाग का बजट|0
Information on schemes for students in Madhya Pradesh|0
Cloakroom|0
ड्राइविंग लाइसेंस|0
spies|0
गणतंत्र दिवस के अवसर पर दिये जाने वाले पुरस्कारों एवं पदकों की जानकारी प्राप्त करें|0
Other archival legislation|0
परिवहन|0
Damaged, destroyed, lost and stolen documents FOI request reference: F0041055|0
Cassini Maps|0
Tenders awarded|0
Woking High School Academy Trust FOI request reference: F0048451|0
Online Birth and Death Registration Service of Agra Nagar Nigam|0
Sample Complaint Letter|0
Order documents in advance of your visit|0
A-Z Index of U.S. Government Agencies|0
Scheme for Scholarships to Young Artistes in Different Cultural Fields|0
हिमाचल प्रदेश में मछुआरों की वित्तीय सहायता करने के लिए आवेदन हेतु प्रपत्र|0
मेघालय के अनुसूचित जनजाति/अनुसूचित जाति के छात्रों के लिए पोस्ट मैट्रिक छात्रवृत्ति के लिए प्रपत्र|0
Website of Teachers Recruitment Board of Tamil Nadu|0
Search the website|0
Publishing|0
Vaccines and Immunizations|0
List of the 10 most popular Acts of Parliament FOI request reference: F0041585|0
Job Seekers|0
दिल्ली में प्रदर्शन के मद्देनजर कुछ स्थानों पर धारा 144 लगाई गई|0
Slavery|0
Internal Security|0
Music|0
State and Local Taxes|0
Implementation guides|0
Budget|0
bankrupts|0
ITSM and Desktop support FOI request reference: F0060042|0
duties and taxes|0
Emigration and emigrants|0
Schedule information relating to Treasury retention instruments FOI request reference: F0055793|0
सामान्य जानकारी|0
A-|0
Data Catalog - Unique Identification Authority of India (UIDAI)|0
Trade Union activity FOI request reference: F0046241|0
Dams|0
Battle of Agincourt|0
2|0
IT contracts at The National Archives FOI request reference: F0049763|0
The Cabinet Procedures Guideline|0
Maritime births 1867-1960|0
Bomb Census survey records 1940-1945|0
new zealand (emigration to)|0
Royal Commission on Historical Manuscripts|0
Your rights|0
वाणिज्यिक फ्लोरीकल्चर योजना के समन्वित विकास के लिए दिशा - निर्देश|0
Complaints procedure|0
No this page is not useful|0
Learn medieval Latin - Stage 1|0
Suffolk Record Office’s deferment of application for accreditation FOI request reference: F0056297|0
Who|0
Website of National Gallery of Modern Art|0
UAE Strategy 2011-2013|0
Documents|0
Join the Military|0
Running a limited company|0
Assessing records management in public authorities|0
Estate Notices FOI request reference: F0044880|0
nuremberg trials|0
Time periods|0
Holidays, time off, sick leave, maternity and paternity leave|0
Visitor Summary|0
Enquiring into Elizabeth|0
Acts|0
Janmashtami|0
Bomb Census survey 1940-1945|0
टैगोर राष्ट्रीय सांस्कृतिक अनुसंधान अध्येतावृत्ति योजना के बारे में जानकारी|0
Recruitment at The National Archives FOI request reference: F0051144|0
White papers|0
nurses|0
Agricultural Machinery|0
COVID-19 secure risk assessment|0
Krishi Maharatavahini|0
Submissions to the Smith Commission FOI request reference: F0042573|0
Internships|0
Transferring records to The National Archives or places of deposit|0
Reporting an accessibility problem on a public sector website|0
Search Discovery, our catalogue|0
Republic Day Awards and Medals|0
Suffragettes through government eyes: ‘A little daylight game’?|0
History of The National Archives|0
ICT Contracts FOI request reference: F0042526|0
Download Section|0
Tables|0
Our plans|0
Mobile Passport Seva Application|0
Voter Registration Age Requirements|0
women's military service|0
Office of the Registrar General and Census Commissioner, India|0
Website of Self4Society|0
केंद्रीय रिजर्व पुलिस बल के कर्मियों के पुनः रोजगार प्राप्त करने के लिए आवेदन पत्र|0
Lights out|0
Pay for research|0
Cataloguing projects 2019-20|0
Renewable Energy|0
Dealing with Debt|0
ISAD (G)|0
Sikkim Archives by State Government|0
राष्ट्रीय जैव विविधता प्राधिकरण|0
Catering Concession Contract between The National Archives and BaxterStorey FOI request reference: F0052619|0
Recommendations for military honours and awards 1935-1990|0
Delhi|0
Local Administration|0
Citing records held at The National Archives|0
workshops|0
america|0
Royal Navy ratings enlisted after 1918|0
As the holder of official UK government records for the First World War, we are delivering an extensive programme to mark the centenary – explore it here.|0
Also in Other archival legislation|0
2009|0
Bharat Ratna|0
महाभियोग जांच मामले में डोनल्ड ट्रंप की बढ़ीं मुश्किलें|0
Passport e-form submission|0
Annual reports|0
Spending on government procurement cards at The National Archives FOI request reference: F0048417|0
Death duty registers|0
JobKeeper Payment and Coronavirus Supplement extended|0
companies and businesses|0
Webratna 2012|0
